DLL ID,Authorized Name,Variant Names,Latin
A3882,"Meder, Johann","Meder, Johann",1
A3882,"Meder, Johann","Meder, Johann, -1518",1
A3882,"Meder, Johann","Meder, Johann, 14..-15..",1
A3882,"Meder, Johann","Meder, Johann, O.F.M, m. 1518",1
A3882,"Meder, Johann","Meder, Johannes (14..-1518)",1
A3882,"Meder, Johann","Meder, Johannes, ?-1518",1
A5088,"Meginfredus, of Magdeburg",Meginfredus Magdeburgensis,1
A5088,"Meginfredus, of Magdeburg",Meginfredus Magdeburgensis ca. 11. Jh.,1
A5088,"Meginfredus, of Magdeburg","Meginfredus Magdeburgensis, 1...-1...",1
A5088,"Meginfredus, of Magdeburg","Meginfredus, of Magdeburg",1
A5088,"Meginfredus, of Magdeburg",Meginfried von Magdeburg Domscholastiker,1
A5142,"Meginhardus, of Fulda",Meginhard,1
A5142,"Meginhardus, of Fulda",Meginhardus Fuldensis,1
A5142,"Meginhardus, of Fulda",Meginhardus Fuldensis -888 mnich,1
A5142,"Meginhardus, of Fulda",Meginhardus Fuldensis ( -888).,1
A5142,"Meginhardus, of Fulda",Meginhardus Fuldensis 820-888,1
A5142,"Meginhardus, of Fulda","Meginhardus Fuldensis, mnich, -888",1
A5142,"Meginhardus, of Fulda","Meginhardus, De Fulda",1
A5142,"Meginhardus, of Fulda","Meginhardus, of Fulda",1
A5142,"Meginhardus, of Fulda","Meginhardus, of Fulda, -888",1
A5142,"Meginhardus, of Fulda",Meginhart,1
A3492,"Meineke, August, 1790-1870","Meineke, August",1
A3492,"Meineke, August, 1790-1870","Meineke, August (Johann Albert Friedrich August), 1791-1870",1
A3492,"Meineke, August, 1790-1870","Meineke, August, 1790-1870",1
A3492,"Meineke, August, 1790-1870","Meineke, Augustus 1790-1870",1
A5130,"Meinzo, of Constance",Meinzo,1
A5130,"Meinzo, of Constance",Meinzo Constantiensis,1
A5130,"Meinzo, of Constance",Meinzo Constantiensis ca. um 1030,1
A5130,"Meinzo, of Constance","Meinzo, of Constance",1
A3421,"Meiser, Karl, 1843-1912","Meiser, Carolus",1
A3421,"Meiser, Karl, 1843-1912","Meiser, Karl, 1843-1912",1
A3421,"Meiser, Karl, 1843-1912","Meiser, Karl, 1843-1912.",1
A6247,"Meissner, Carl, 1830-","Meissner, C.",1
A6247,"Meissner, Carl, 1830-","Meissner, C. (Carl), 1830-",1
A6247,"Meissner, Carl, 1830-","Meissner, Carl 19.sc",1
A6247,"Meissner, Carl, 1830-","Meissner, Carl Friedrich",1
A6247,"Meissner, Carl, 1830-","Meissner, Carl Friedrich, 1830-1900",1
A6247,"Meissner, Carl, 1830-","Meissner, Carl, 1830-1900.",1
A6247,"Meissner, Carl, 1830-","Meissner, Carl, 18301900",1
A6247,"Meissner, Carl, 1830-","Meissner, Carl, Professeur",1
A3273,"Meister, Ferdinand Otto, 1828-1915","Meister, Ferdinand",1
A3273,"Meister, Ferdinand Otto, 1828-1915","Meister, Ferdinand, 1828-1915",1
A6248,"Mekler, S. (Siegfried), 1852-1912","Mekler, Siegfried",1
A6248,"Mekler, S. (Siegfried), 1852-1912","Mekler, Siegfried, 1852-1912",1
A4607,"Mela, Pomponius",Mela,1
A4607,"Mela, Pomponius","Mela, P. 1 в. Pomponius",1
A4607,"Mela, Pomponius","Mela, Pomponi",1
A4607,"Mela, Pomponius","Mela, Pompónio, fl. 43-50",1
A4607,"Mela, Pomponius","Mela, Pomponius ca. 1. Jh.",1
A4607,"Mela, Pomponius","Mela, Pomponius d. ca. 45",1
A4607,"Mela, Pomponius","Mela, Pomponius, 100-talet",1
A4607,"Mela, Pomponius","Mela, Pomponius, 1e eeuw",1
A4607,"Mela, Pomponius","Mela, Pomponius, činný 1. století",1
A4607,"Mela, Pomponius","Mela, Pomponius, sec. I",1
A4607,"Mela, Pomponius","Mela, Pomponius.",1
A4707,"Melancthon, Philipp","Melanchthon, P. 1497-1560 Philipp",1
A4707,"Melancthon, Philipp","Melanchthon, Philip, 1497-1560",1
A4707,"Melancthon, Philipp","Melanchthon, Philipp",1
A4707,"Melancthon, Philipp","Melanchthon, Philipp, pseudonüüm, 1497-1560.",1
A4707,"Melancthon, Philipp","Melanchthon, Philippus, 1497-1560",1
A4707,"Melancthon, Philipp","Mélanchton, Philippe, 1497-1560",1
A4707,"Melancthon, Philipp","Melanchton, Philippus, 1497-1560",1
A4707,"Melancthon, Philipp","Melancthon, Philipp",1
A4707,"Melancthon, Philipp","Melanthon, Philippus, 1497-1560",1
A4707,"Melancthon, Philipp","Melantone, Filippo, 1497-1560",1
A4993,"Miltiades, Pope",Melchiades papa,1
A4265,"Cano, Melchor, 1509?-1560",Melchior Canus,1
A5239,"Goldast, Melchior",Melchior Goldast,1
A5239,"Goldast, Melchior",Melchior Haiminsfeldius Goldastus,1
A4265,"Cano, Melchor, 1509?-1560",Melchor Cano,1
A3018,"Di Meletto Rossi, Checco, 1320-1363","Meletto Rossi, Checco di, 1320-1363",1
A4627,Laevius,Melissus Laevius,1
A3124,"Melissus, Paulus, 1539-1602","Melissus Schede, Paulus, 1539-1602",1
A3124,"Melissus, Paulus, 1539-1602","Melissus, Paul",1
A3124,"Melissus, Paulus, 1539-1602","Melissus, Paul Schede, 1539-1602",1
A3124,"Melissus, Paulus, 1539-1602","Melissus, Paul, 1539-1602",1
A3124,"Melissus, Paulus, 1539-1602","Melissus, Paulus",1
A3904,"Melville, Andrew, 1545-1622","Melville, A. богослов 1545-1622 Andrew",1
A3904,"Melville, Andrew, 1545-1622","Melville, Andrew",1
A4586,"Memmius, C., approximately 98 B.C.-approximately 46 B.C.","Memmius, C ca. 98-ca. 46 B.C",1
A4586,"Memmius, C., approximately 98 B.C.-approximately 46 B.C.","Memmius, C., ca. 98-ca. 46 B.C.",1
A3880,"Ménage, Gilles, 1613-1692","Ménage, G. (Gilles), 1613-1692",1
A3880,"Ménage, Gilles, 1613-1692","Ménage, Gilles",1
A2895,"Menander, Arrius, active 2nd/3rd century A.D.","Menander, Arrius ca. 2./3. Jh.",1
A2895,"Menander, Arrius, active 2nd/3rd century A.D.","Menander, Arrius, active 2nd/3rd century A.D.",1
A2895,"Menander, Arrius, active 2nd/3rd century A.D.","Menander, Arrius.",1
A3888,"Mencke, Johann Burkhard, 1674-1732","Mencke, Johann Burchard, 1674-1732",1
A3888,"Mencke, Johann Burkhard, 1674-1732","Mencke, Johann Burkhard",1
A3888,"Mencke, Johann Burkhard, 1674-1732","Menckenius, Johannes Burchardus (Johann Burkhard), 1674-1732",1
A3461,"Mendelssohn, Ludwig, 1852-1896","Mendelssohn, Ludwig",1
A3461,"Mendelssohn, Ludwig, 1852-1896","Mendelssohn, Ludwig (Ludovicus)",1
A3461,"Mendelssohn, Ludwig, 1852-1896","Mendelssohn, Ludwig, 1852-1896",1
A3461,"Mendelssohn, Ludwig, 1852-1896","Mendelssohn, Ludwig, 1852-1896.",1
A6249,"Menge, Hermann, 1841-1916","Menge, Heinrich",1
A6249,"Menge, Hermann, 1841-1916","Menge, Heinrich 1838-19..",1
A6249,"Menge, Hermann, 1841-1916","Menge, Heinrich, (1838- ).",1
A6249,"Menge, Hermann, 1841-1916","Menge, Henricus",1
A6249,"Menge, Hermann, 1841-1916","Menge, Hermann 1841-1916",1
A6249,"Menge, Hermann, 1841-1916","Menge, Hermann, 1841-1916",1
A5100,Marius Mercator,"Mercator, Marius, f. 418-449",1
A3864,"Mercier, Nicolas, -1657","Mercier, Nicolas",1
A3864,"Mercier, Nicolas, -1657","Mercier, Nicolas, -1657",1
A3864,"Mercier, Nicolas, -1657","Mercier, Nicolas, ?-1657",1
A3864,"Mercier, Nicolas, -1657","Mercier, Nicolas, 15..-1657",1
A3864,"Mercier, Nicolas, -1657","Mercier, Nicolas, ca. 1600-1657",1
A3864,"Mercier, Nicolas, -1657","Mercier, Nicolas, m. 1657",1
A3864,"Mercier, Nicolas, -1657","Mercier, Nicolas, m.c. 1647",1
A5177,"John II, Pope",Mercurius,1
A5653,"Merkel, Rudolf, 1811-1885","Merkel, Rudolf",1
A5653,"Merkel, Rudolf, 1811-1885","Merkel, Rudolf, 1811-1885, helléniste",1
A5653,"Merkel, Rudolf, 1811-1885","Merkel, Rudolph, 1811-1885.",1
A4965,"Merobaudes, Flavius",Merobaudes,1
A4965,"Merobaudes, Flavius",Merobaudes Hispanus,1
A4965,"Merobaudes, Flavius","Merobaudes, Flavio",1
A4965,"Merobaudes, Flavius","Merobaudes, Flavius",1
A4965,"Merobaudes, Flavius","Merobaudes, Flavius, -426",1
A4965,"Merobaudes, Flavius","Merobaudes, Flavius, 04..?-04..?",1
A4965,"Merobaudes, Flavius","Merobaudes, Flavius, 5e eeuw",1
A4965,"Merobaudes, Flavius","Merobaudes, Flavius, 5th cent.",1
A4965,"Merobaudes, Flavius","Merobaudes, Flavius, 5th century",1
A4965,"Merobaudes, Flavius","Merobaudes, Flavius, séc. V",1
A4965,"Merobaudes, Flavius","Merobaudes, Flavius.",1
A6030,"Mérouville, Charles de Hallot de, 1625-1705","Mérouville, Carolus",1
A6030,"Mérouville, Charles de Hallot de, 1625-1705","Mèrouville, Carolus de",1
A6030,"Mérouville, Charles de Hallot de, 1625-1705","Mérouville, Charles de Hallot de",1
A6030,"Mérouville, Charles de Hallot de, 1625-1705","Mérouville, Charles de Hallot de, 1625-1705",1
A6030,"Mérouville, Charles de Hallot de, 1625-1705","Mérouville, Charles de Hallot de, 1625-1705",1
A6030,"Mérouville, Charles de Hallot de, 1625-1705","Mérouville, Charles de Hallot de, 1626-1705",1
A4211,"Mersenne, Marin, 1588-1648","Mersenne, Marin",1
A4211,"Mersenne, Marin, 1588-1648","Mersenne, Marin OM 1588-1648",1
A4211,"Mersenne, Marin, 1588-1648","Mersenne, Marin, 1588-1648",1
A4211,"Mersenne, Marin, 1588-1648","Mersenne, Marin, 1588-1648, O.F.M.",1
A4211,"Mersenne, Marin, 1588-1648","Mersenne, Marin, 1588-1648.",1
A4211,"Mersenne, Marin, 1588-1648","Mersenne, Marin, O.M., 1588-1648",1
A4211,"Mersenne, Marin, 1588-1648","Mersenne, Martin, O.M., 1588-1648",1
A4211,"Mersenne, Marin, 1588-1648","Mersennus, Marin, O.M., 1588-1648",1
A3056,"Merula, Giorgio, -1494",Merula,1
A3056,"Merula, Giorgio, -1494","Merula, Georgius",1
A3056,"Merula, Giorgio, -1494","Merula, Georgius, -1494",1
A3056,"Merula, Giorgio, -1494","Merula, Giorgio apie 1430–1494",1
A3056,"Merula, Giorgio, -1494","Merula, Giorgio, 1424?-1494",1
A3056,"Merula, Giorgio, -1494","Merula, Giorgio, c. 1424-1494",1
A3056,"Merula, Giorgio, -1494","Merula, Giorgio, ca. 1424-1494",1
A3056,"Merula, Giorgio, -1494","Merula, Giorgio, m. 1494",1
A6250,"Merzdorf, J. F. L. Theodor (Johann Friedrich Ludwig Theodor), 1812-1877","Merzdorf, J. F. L. Theodor",1
A6250,"Merzdorf, J. F. L. Theodor (Johann Friedrich Ludwig Theodor), 1812-1877","Merzdorf, J. F. L. Theodor 1812-1877",1
A6250,"Merzdorf, J. F. L. Theodor (Johann Friedrich Ludwig Theodor), 1812-1877","Merzdorf, J.F.L.Th.",1
A6250,"Merzdorf, J. F. L. Theodor (Johann Friedrich Ludwig Theodor), 1812-1877","Merzdorf, Johann Friedrich Ludwig Theodor",1
A6250,"Merzdorf, J. F. L. Theodor (Johann Friedrich Ludwig Theodor), 1812-1877","Merzdorf, Johann Friedrich Ludwig Theodor, 1812-1877",1
A6250,"Merzdorf, J. F. L. Theodor (Johann Friedrich Ludwig Theodor), 1812-1877","Merzdorf, T. 1812-1877 Theodor",1
A6250,"Merzdorf, J. F. L. Theodor (Johann Friedrich Ludwig Theodor), 1812-1877","Merzdorf, Theodor, 1812-1877",1
A3607,"Messalla Corvinus, Marcus Valerius, 64 B.C.-approximately 8 A.D.","Messala Corvinus, Marcus Valerius",1
A3607,"Messalla Corvinus, Marcus Valerius, 64 B.C.-approximately 8 A.D.","Messala Corvinus, Marcus Valerius (64 p.n.e.-13).",1
A3607,"Messalla Corvinus, Marcus Valerius, 64 B.C.-approximately 8 A.D.","Messala Corvinus, Marcus Valerius, 0064 av. J.C.-0013?",1
A3607,"Messalla Corvinus, Marcus Valerius, 64 B.C.-approximately 8 A.D.","Messala Corvinus, Marcus Valerius, 64 a.C.-13 d.C.",1
A3607,"Messalla Corvinus, Marcus Valerius, 64 B.C.-approximately 8 A.D.","Messala Corvinus, Marcus Valerius, c. 64 a.C.-8/13",1
A3607,"Messalla Corvinus, Marcus Valerius, 64 B.C.-approximately 8 A.D.","Messalla Corvinus, M. Valerius, 64 v. Chr.-8 na Chr.",1
A3607,"Messalla Corvinus, Marcus Valerius, 64 B.C.-approximately 8 A.D.","Messalla Corvinus, Marcus Valerius",1
A3607,"Messalla Corvinus, Marcus Valerius, 64 B.C.-approximately 8 A.D.","Messalla Corvinus, Marcus Valerius (ok. 64 p.n.e.-13)",1
A3607,"Messalla Corvinus, Marcus Valerius, 64 B.C.-approximately 8 A.D.","Messalla Corvinus, Marcus Valerius v64-13",1
A3607,"Messalla Corvinus, Marcus Valerius, 64 B.C.-approximately 8 A.D.","Messalla Corvinus, Marcus Valerius,  64 B.C.-ca. 8 A.D.",1
A3607,"Messalla Corvinus, Marcus Valerius, 64 B.C.-approximately 8 A.D.","Messalla Corvinus, Marcus Valerius, 0064 av. J.-C.-0008",1
A3607,"Messalla Corvinus, Marcus Valerius, 64 B.C.-approximately 8 A.D.","Messalla Corvinus, Marcus Valerius, 64 a.C.-ca. 8 d.C.",1
A3607,"Messalla Corvinus, Marcus Valerius, 64 B.C.-approximately 8 A.D.","Messalla Corvinus, Marcus Valerius, 64 f.Kr.- ca 8 e.Kr",1
A3607,"Messalla Corvinus, Marcus Valerius, 64 B.C.-approximately 8 A.D.","Messalla Corvinus, Marcus Valerius, asi 64 př. Kr.-asi 13 po Kr.",1
A4594,"Messalla Rufus, M. Valerius","Messalla Rufus, M. Valerius",1
A4594,"Messalla Rufus, M. Valerius","Messalla Rufus, M. Valerius ca. 103-ca. 26 B.C",1
A4594,"Messalla Rufus, M. Valerius","Messalla Rufus, M. Valerius, approximately 103 B.C.-approximately 26 B.C.",1
A4594,"Messalla Rufus, M. Valerius","Messalla Rufus, M. Valerius, ca. 103-ca. 26 B.C.",1
A4277,"Messianus, of Arles",Messianus,1
A4277,"Messianus, of Arles",Messianus Presbyter,1
A4277,"Messianus, of Arles",Messianus Presbyter ca. 5. bzw. 5./6. Jh.,1
A4277,"Messianus, of Arles","Messianus, of Arles",1
A3556,"Metellus Macedonicus, Q. Caecilius (Quintus Caecilius), approximately 188 B.C.-115 B.C.","Metellus Macedonicus, Q. Caecilius",1
A3556,"Metellus Macedonicus, Q. Caecilius (Quintus Caecilius), approximately 188 B.C.-115 B.C.","Metellus Macedonicus, Q. Caecilius (Quintus Caecilius), ca. 188-115 B.C.",1
A3556,"Metellus Macedonicus, Q. Caecilius (Quintus Caecilius), approximately 188 B.C.-115 B.C.","Metellus Macedonicus, Q. Caecilius approximately 188 B.C.-115 B.C.",1
A3527,"Metellus Numidicus, Q. Caecilius (Quintus Caecilius), active 112 B.C.-91 B.C.","Metellus Numidicus, Q. Caecilius active 112 B.C.-91 B.C.",1
A4972,"Metellus, von Tegernsee",Metellus of Tegernsee,1
A5677,"Metellus, Quintus Caecilius Pius -v64","Metellus Pius, Q. Caecilius",1
A4972,"Metellus, von Tegernsee",Metellus Tegernseensis (1145?-1165?).,1
A4972,"Metellus, von Tegernsee",Metellus von Tegernsee,1
A4972,"Metellus, von Tegernsee","Metellus von Tegernsee Mönch, Verfasser der Quirinalia",1
A3554,"Metellus, Quintus Caecilius, active 216 B.C.-179 B.C.","Metellus, Quintus Caecilius fl. 216-179 B.C",1
A3556,"Metellus Macedonicus, Q. Caecilius (Quintus Caecilius), approximately 188 B.C.-115 B.C.","Metellus, Quintus Caecilius Macedonicus",1
A2874,"Metellus, Quintus Caecilius Nepos, -56","Metellus, Quintus Caecilius Nepos -v56",1
A2874,"Metellus, Quintus Caecilius Nepos, -56","Metellus, Quintus Caecilius Nepos, -56",1
A3527,"Metellus Numidicus, Q. Caecilius (Quintus Caecilius), active 112 B.C.-91 B.C.","Metellus, Quintus Caecilius Numidicus v109",1
A3554,"Metellus, Quintus Caecilius, active 216 B.C.-179 B.C.","Metellus, Quintus Caecilius, l. 216-179 B.C.",1
A5677,"Metellus, Quintus Caecilius Pius -v64","Metellus, Quintus Caecilius, Pius, gest. 64/63 v. Chr.",1
A4972,"Metellus, von Tegernsee","Metellus, von Tegernsee, active 1167",1
A6019,"Meurs, Johannes van, 1579-1639","Meurs, Johannes van 1579-1639",1
A6019,"Meurs, Johannes van, 1579-1639","Meurs, Johannes Van, 1579-1639",1
A6019,"Meurs, Johannes van, 1579-1639","Meurs, Johannes van, 1579-1639",1
A6019,"Meurs, Johannes van, 1579-1639","Meursius, Ioannes",1
A6019,"Meurs, Johannes van, 1579-1639","Meursius, Joannes, 1579-1639",1
A6019,"Meurs, Johannes van, 1579-1639","Meursius, Johannes",1
A6019,"Meurs, Johannes van, 1579-1639","Meursius, Johannes, 1579-1639",1
A3409,"Meusel, Johann Georg, 1743-1820","Meusel, Johann Georg",1
A3409,"Meusel, Johann Georg, 1743-1820","Meusel, Johann Georg (1747-1820).",1
A3409,"Meusel, Johann Georg, 1743-1820","Meusel, Johannes Georgius, 1743-1820",1
A6169,"Meuwese, A.P.M.","Meuwese, A.P.M.",1
A6169,"Meuwese, A.P.M.","Meuwese, A.P.M. (Alphonsus Petrus Maria), 1881-1960",1
A6169,"Meuwese, A.P.M.","Meuwese, Alphonsus Petrus Maria",1
A6252,"Meyer, Wilhelm, 1845-1917","Meyer, Wilhelm",1
A6252,"Meyer, Wilhelm, 1845-1917","Meyer, Wilhelm, De Speyer",1
A4704,"Boym, Michał",Michael Boym,1
A3234,"Flemisch, Michael, 1873-",Michael Flemisch,1
A3096,"Haslob, Michael 1540-1589",Michael Haslob deutscher Dichter und Humanist,1
A3096,"Haslob, Michael 1540-1589",Michael Haslobius,1
A3909,"Lilienthal, Michael, 1686-1750",Michael Lilienthal,1
A3909,"Lilienthal, Michael, 1686-1750",Michael Lilienthal deutscher lutherischer Theologe und Historiker,1
A6042,"Maittaire, Michael, 1667-1747",Michael Maittaire,1
A5552,"Marullo Tarcaniota, Michele",Michael Marullus,1
A5552,"Marullo Tarcaniota, Michele","Michael Marullus, detto Tarchaniota, 1453-1500",1
A3902,"Montaigne, Michel de, 1533-1592",Michael Montanus,1
A5480,"Scot, Michael, approximately 1175-approximately 1234",Michael Scot Scottish scientist,1
A5480,"Scot, Michael, approximately 1175-approximately 1234",Michael Scotus,1
A4173,"Servetus, Michael, 1511?-1553",Michael Servetus,1
A3794,"Verino, Michele",Michael Verinus,1
A4704,"Boym, Michał",Michaelis Boym,1
A4704,"Boym, Michał",Michał Boym,1
A4704,"Boym, Michał",Michał Piotr Boym,1
A3902,"Montaigne, Michel de, 1533-1592",Michel de Montaigne,1
A3363,"Gandoger, Michel, 1850-1926",Michel Gandoger,1
A5480,"Scot, Michael, approximately 1175-approximately 1234",Michel Scot 11..-1235?,1
A3794,"Verino, Michele",Michele di Vieri poeta italiano,1
A5552,"Marullo Tarcaniota, Michele",Michele Marullo,1
A5731,"Savonarola, Michele, 1385?-1466?","Michele Savonarola medico, umanista e scienziato italiano",1
A3729,"Maciej, z Miechowa, 1457?-1523","Micheovo, Mattheo di, 1457-1523",1
A5017,"Micon, of Saint-Riquier",Mico Centulensis,1
A5017,"Micon, of Saint-Riquier",Mico Centulensis ca. 9. Jh.,1
A5017,"Micon, of Saint-Riquier",Micon‏ ‎de Saint Riquier‏,1
A5017,"Micon, of Saint-Riquier","Micon, of Saint-Riquier",1
A3729,"Maciej, z Miechowa, 1457?-1523","Miechowa, Maciej z, 1457-1523",1
A3158,"Mignault, Claude, approximately 1536-1606","Mignault, Claude",1
A3158,"Mignault, Claude, approximately 1536-1606","Mignault, Claude, 1536-1606",1
A3158,"Mignault, Claude, approximately 1536-1606","Mignault, Claude, aproximadament 1536-1606",1
A3158,"Mignault, Claude, approximately 1536-1606","Mignault, Claude, c. 1536-1606",1
A3158,"Mignault, Claude, approximately 1536-1606","Mignault, Claude, ca. 1536-1606",1
A3158,"Mignault, Claude, approximately 1536-1606","Mignault, Claude, m. 1606",1
A3376,"Migne, J.-P. (Jacques-Paul), 1800-1875","Migne, J.-P.",1
A3376,"Migne, J.-P. (Jacques-Paul), 1800-1875","Migne, J.-P. (Jacques-Paul)",1
A3376,"Migne, J.-P. (Jacques-Paul), 1800-1875","Migne, Jacques Paul",1
A3376,"Migne, J.-P. (Jacques-Paul), 1800-1875","Migne, Jacques Paul, sac., 1800-1875",1
A3376,"Migne, J.-P. (Jacques-Paul), 1800-1875","Migne, Jacques-Paul, 1800-1875.",1
A4173,"Servetus, Michael, 1511?-1553",Miguel Serveto,1
A4173,"Servetus, Michael, 1511?-1553",Miguel Serveto y Conesa,1
A3796,"Venegas, Miguel, 1531-",Miguel Venegas,1
A3924,"Hussowski, Mikołaj, approximately 1475-1522",Mikołaj Hussowski,1
A4141,"Copernicus, Nicolaus, 1473-1543",Mikołaj Kopernik,1
A5712,"Nicholas, of Cusa, Cardinal, 1401-1464",Mikołaj z Kuzy (1401-1464),1
A5712,"Nicholas, of Cusa, Cardinal, 1401-1464","Mikuláš, Kusánský, kardinál, 1401-1464",1
A4903,"Paulinus, of Milan","Milano, Paolino di",1
A4159,"Milioli, Albertus","Milioli, Albertus",1
A3713,"Milis, Joannes Nicolaus, active 15th century","Milis, Giovanni Nicola de', O.F.M., sec. XV",1
A3713,"Milis, Joannes Nicolaus, active 15th century","Milis, Johannes de.",1
A3713,"Milis, Joannes Nicolaus, active 15th century","Milis, Johannes Nicolaus de",1
A4984,"Milo, monk of Saint-Amand",Milo Amandi c. 810-871/872 s,1
A4984,"Milo, monk of Saint-Amand","Milo Amandi, s., c. 810-871/872",1
A4984,"Milo, monk of Saint-Amand",Milo Monachus Sancti Amandi,1
A4984,"Milo, monk of Saint-Amand",Milo of Saint-Amand,1
A4984,"Milo, monk of Saint-Amand",Milo of St. Amand,1
A4984,"Milo, monk of Saint-Amand",Milo Sancti Amandi 809-872,1
A4984,"Milo, monk of Saint-Amand","Milo, monk of Saint-Amand",1
A4984,"Milo, monk of Saint-Amand","Milo, monk of Saint-Amand, approximately 810-871",1
A4984,"Milo, monk of Saint-Amand","Milo, Sancti Amandi, -872",1
A4984,"Milo, monk of Saint-Amand",Milon de Saint-Amand,1
A4984,"Milo, monk of Saint-Amand","Milon de Saint-Amand, 081.?-0872?",1
A4993,"Miltiades, Pope",Miltiade 02..-0314 pape,1
A4993,"Miltiades, Pope",Miltiade pape,1
A4993,"Miltiades, Pope",Miltiades papa,1
A4993,"Miltiades, Pope",Miltiades Papst -314,1
A4993,"Miltiades, Pope","Miltiades, papež, -asi 314",1
A4993,"Miltiades, Pope","Miltiades, Pope",1
A4993,"Miltiades, Pope","Miltiades, Pope, -314",1
A4993,"Miltiades, Pope","Miltiades, Pope, -314 (Melchiades)",1
A4771,"Milton, John","Milton, J. 1608-1674 John",1
A4771,"Milton, John","Milton, John (English author, 1608-1674)",1
A4771,"Milton, John","Milton, John f. 1608",1
A4771,"Milton, John","Milton, John, 1608-1674",1
A4771,"Milton, John","Milton, John, 1608-1674.",1
A5123,"Minucius Felix, Marcus","Minuci Felix, Marc",1
A5123,"Minucius Felix, Marcus","Minucio Félix, Marco",1
A5123,"Minucius Felix, Marcus",Minucius Felix,1
A5123,"Minucius Felix, Marcus","Minucius Felix, činný 2. století",1
A5123,"Minucius Felix, Marcus","Minucius Felix, M. Marcus 2-3 вв.",1
A5123,"Minucius Felix, Marcus","Minucius Felix, Marcus (około 100-około 200).",1
A5123,"Minucius Felix, Marcus","Minucius Felix, Marcus c.200 fl",1
A5123,"Minucius Felix, Marcus","Minucius Felix, Marcus ca. 2./3. Jh.",1
A5123,"Minucius Felix, Marcus","Minucius Felix, Marcus II-III m.e.m.",1
A5123,"Minucius Felix, Marcus","Minucius Felix, Marcus, 02..?-0250?",1
A5123,"Minucius Felix, Marcus","Minucius Felix, Marcus, 200-talet",1
A5123,"Minucius Felix, Marcus","Minucius Felix, Marcus, c. 150-250",1
A5123,"Minucius Felix, Marcus","Minucius Felix, Marcus, fl. 200",1
A3469,"Miodoński, Adam Stefan, 1861-1913","Miodoński, Adam (1861-1913)",1
A3469,"Miodoński, Adam Stefan, 1861-1913","Miodoński, Adam S. 1861-1913",1
A3469,"Miodoński, Adam Stefan, 1861-1913","Miodoński, Adam Stefan (1861-1913).",1
A3469,"Miodoński, Adam Stefan, 1861-1913","Miodoński, Adam Stefan, 1861-1913",1
A5548,"Pico della Mirandola, Giovanni","Mirandola, Giovanni Pico della, 1463-1494",1
A5548,"Pico della Mirandola, Giovanni","Mirandulanus, Iohannes Picus, 1463-1494",1
A3686,"Mirk, John, active 1403?","Mirk, J. 15 в. John",1
A3686,"Mirk, John, active 1403?","Mirk, John",1
A3686,"Mirk, John, active 1403?","Mirk, John, 13..-1403?",1
A3686,"Mirk, John, active 1403?","Mirk, John, f. 1403",1
A3686,"Mirk, John, active 1403?","Mirk, John, fl. ?-1403",1
A2928,"Modestinus, Poeta, 5th or 6th Century A.D.",Modestinus,1
A2928,"Modestinus, Poeta, 5th or 6th Century A.D.",Modestinus Poeta,1
A2928,"Modestinus, Poeta, 5th or 6th Century A.D.",Modestinus Poeta 5. bzw. 5./6. Jh.,1
A2905,"Modestinus, Herennius, active 3rd century","Modestinus, Herennius ca. 3. Jh.",1
A2905,"Modestinus, Herennius, active 3rd century","Modestinus, Herennius, sec. III",1
A2905,"Modestinus, Herennius, active 3rd century","Modestinus, Herennius.",1
A2928,"Modestinus, Poeta, 5th or 6th Century A.D.","Modestinus, Poeta, 5th or 6th Century A.D.",1
A3425,Modestus,Modesto,1
A3425,Modestus,Modestus,1
A3425,Modestus,Modestus fl. 2--,1
A3425,Modestus,"Modestus, 02..?-02..?",1
A3425,Modestus,"Modestus, 200-talet",1
A3425,Modestus,Modestus.,1
A6013,"Modius, François, 1556-1597","Modius, Fran©ʹois, 1556-1597",1
A6013,"Modius, François, 1556-1597","Modius, Franciscus",1
A6013,"Modius, François, 1556-1597","Modius, Franciscus (1556-1599).",1
A6013,"Modius, François, 1556-1597","Modius, Franciscus 1536?-1597",1
A6013,"Modius, François, 1556-1597","Modius, Franciscus, 1556?-1597?",1
A6013,"Modius, François, 1556-1597","Modius, Francois",1
A6013,"Modius, François, 1556-1597","Modius, François, 1556-1597",1
A6013,"Modius, François, 1556-1597","Modius, François, 1556-1597",1
A6013,"Modius, François, 1556-1597","Modius, François, 1556-1599",1
A4990,"Modoin, of Autun",Modoin,1
A4990,"Modoin, of Autun","Modoin, 07..-0840?",1
A4990,"Modoin, of Autun","Modoin, of Autun",1
A4990,"Modoin, of Autun",Modoinus Augustodunensis,1
A4990,"Modoin, of Autun",Modoinus Augustodunensis -843,1
A4990,"Modoin, of Autun",Modoinus ca. gest. 843 Augustodunensis,1
A4990,"Modoin, of Autun","Modoinus, -ca. 840",1
A4990,"Modoin, of Autun",Moduin,1
A4990,"Modoin, of Autun",Moduin Geistlicher und Dichter am Hof Karls des Großen,1
A5118,"Marianus, Scotus",Moelbrigte,1
A3004,"Moggi, Moggio, active 14th century","Moggi, Moggio",1
A3004,"Moggi, Moggio, active 14th century","Moggi, Moggio 1330?-1388",1
A3004,"Moggi, Moggio, active 14th century","Moggi, Moggio de', sec. XIV",1
A3004,"Moggi, Moggio, active 14th century","Moggi, Moggio, 14e eeuw",1
A3004,"Moggi, Moggio, active 14th century",Moggio Moggi,1
